Disease,Drug Name,Clinical Trial Link,Obabel,chemical formula(chembl),chembl smiles (CHEMBL),ic50,ec50,ki,Water solubility,Caco2 permeability,Intestinal absorption (human),Skin Permeability,P-glycoprotein substrate,P-glycoprotein I inhibitor,P-glycoprotein II inhibitor,VDss (human),Fraction unbound (human),BBB permeability,CNS permeability,CYP2D6 substrate,CYP3A4 substrate,Total Clearance,Renal OCT2 substrate,AMES toxicity,Max. tolerated dose (human),hERG I inhibitor,hERG II inhibitor,Oral Rat Acute Toxicity (LD50),Oral Rat Chronic Toxicity (LOAEL),Hepatotoxicity,Skin Sensitisation,T.Pyriformis toxicity,Minnow toxicity,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Solubility (mol/l),ESOL Class,Ali Solubility (mol/l),Ali Class,Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility,ConnectivitySMILES,lnChl,lnChlKey,TPSA,HeavyAtomCount,HBondDonorCount,HBondAcceptorCount,RotatableBondCount,ExactMass,MonoisotopicMass,Complexity,IsotopeAtomCount,DefinedAtomStereoCount,undefinedAtomStereoCount,DefinedBondStereoCount,undefinedBondStereoCount,CovalentUnitCount,FeatureAcceptorCount3D,FeatureDonorCount3D,FeatureAnionCount3D,FeatureCationCount3D,FeatureRingCount3D,FeatureHydrophobeCount3D,Volume3D,XStericQuadrupole3D,YStericQuadrupole3D,ZStericQuadrupole3D,ConformerModelRmSD3D,EffectiveRotorCount3D,ConformerCount3D,Fingerprint2D
Parkinson's,Riluzole,https://clinicaltrials.gov/study/NCT00013624?cond=Parkinson%27s%20Disease&intr=Riluzole&rank=1,Nc1nc2c(s1)cc(cc2)OC(F)(F)F,C8H5F3N2OS,Nc1nc2ccc(OC(F)(F)F)cc2s1,4.48,4.39,3.42,-0.160761164,0.7241030829,0.3085060095,0.06258674837,0,0,0,-0.7895289758,-0.2198001467,0.9431816785,0.005886207213,0,0,-0.914762241,0,1,0.5958814625,0,0,0.2973920482,-0.4001418513,1,0,0.6320370264,0.01152772988,-0.6502935233,-0.7628212425,0.07032592159,-1.295285689,-0.746962957,0.2431751941,-0.4160308619,-0.9294497503,0.0003223164946,0.4847439986,0.4595389667,-0.1209813519,0.1626163103,0.2696024315,-0.163836168,3,-0.1283540364,2,-0.1169671988,3,1,1,0,1,1,0,0,0,0.8541805972,0,0,0,0,0,0.1981764434,0,0,2,-0.8368521212,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,"InChI=1S/C8H5F3N2OS/c9-8(10,11)14-4-1-2-5-6(3-4)15-7(12)13-5/h1-3H,(H2,12,13)",FTALBRSUTCGOEG-UHFFFAOYSA-N,0.04504459924,-0.6622320347,-0.4401835145,0.814963552,-0.3852099912,-0.6506514518,-0.6492768918,-0.7118209218,-0.1073026527,-0.5297730851,-0.3451743912,-0.2282402016,-0.05201388956,-0.2710125621,-0.8436614877,-0.2850564158,-0.4534122514,0.2311236814,-0.4070360243,-0.5749995502,-1.062583283,-0.5986057979,-0.9376512243,-1.111610418,-0.7369372628,-1.163342063,-0.8291829798,AAADcYBzIYBAAAAAAAAAAAAAAAAAAWAAAAAwAAAAAAAAAFgB8AAAHwQQAAAACAyB1hAx17JIFAikASRiZACD+KlhKjlImDw2bJiMJqLksZuEMChkwBNI6CewQAAAAEAABAAAAQAAgAAIAAACAAAAAAAAAA==
Parkinson's,Lamotrigine,https://pmc.ncbi.nlm.nih.gov/articles/PMC10046339/,Nc1nnc(c(n1)N)c1cccc(c1Cl)Cl,C9H7Cl2N5,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,4.81,,4.29,0.4182371514,0.6443859218,0.3270564523,0.03912509689,0,0,0,-0.5871658702,-0.3310169245,0.2273098702,-0.5994838842,0,0,-1.161186982,0,0,0.8034600538,0,0,0.5305124051,-1.050120615,1,0,-0.3783943306,-0.294371206,-0.5086298339,-0.6724061238,0.5175393526,-1.764903949,-0.9795918759,-0.4815350379,0.1802800402,-0.6355989868,-0.1506592615,-0.3339379337,-0.2435091116,0.02310888445,-0.3421733024,-0.2465815111,-0.1636176062,3,-0.1282931674,3,-0.1169847876,2,1,0,1,1,0,0,0,0,-0.1112618707,0,0,0,0,0,0.1981764434,0,0,0,-0.478536574,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,"InChI=1S/C9H7Cl2N5/c10-5-3-1-2-4(6(5)11)7-8(12)14-9(13)16-15-7/h1-3H,(H4,12,13,14,16)",PYZRQGJRPPTADH-UHFFFAOYSA-N,0.3155704218,-0.575042071,0.08292034141,0.127029906,-0.3852099912,-0.5145746561,-0.5139735425,-0.698814659,-0.1073026527,-0.5297730851,-0.3451743912,-0.2282402016,-0.05201388956,-0.2710125621,-1.457233479,0.4339036083,-0.4534122514,1.517377213,-0.4070360243,-0.5749995502,-0.8465899877,-0.6267271959,-0.8990742628,-0.2566416986,-0.7369372628,-1.508915941,-1.082117911,AAADcYBzgAAGAAAAAAAAAAAAAAAAAAAAAAA8QAAAAAAAAAABwAAAHAIYAAAADAqBHiAxsJZIEACiAyZiZACShC8hFaAdmmAgVpiIaKLBmxGUoABwiAJIyCcQgIAOAAAAIAABAAQAAABAAAIACAAAAAAAAA==
Parkinson's,gabapentin,https://pubmed.ncbi.nlm.nih.gov/9209202/,NCC1(CCCCC1)CC(=O)O,C9H17NO2,NCC1(CC(=O)O)CCCCC1,2.83,,2.90,0.7669196344,-0.4666720116,0.6285011475,0.3106099211,0,0,0,-1.152983764,1.045770083,0.1889106161,-0.06589680758,0,0,-0.327823313,0,0,-0.3802989399,0,0,-1.673906408,1.552338387,1,0,-0.7139192469,0.2759019234,-1.05774651,-1.034066599,-1.271314371,1.718098142,-0.5143340382,-0.4815350379,0.1802800402,-1.000386818,-0.1706002246,-1.275982897,-0.4732178897,-0.3254965261,-0.5603450842,-0.6613721793,-0.01235355558,4,-0.03345883579,5,-0.1154933865,3,1,1,0,0,0,0,0,0,-0.8468370843,0,0,0,0,1,0.1981764434,0,0,1,-1.292211462,C1CCC(CC1)(CC(=O)O)CN,"InChI=1S/C9H17NO2/c10-7-9(6-8(11)12)4-2-1-3-5-9/h1-7,10H2,(H,11,12)",UGJMXCAKCUNAIE-UHFFFAOYSA-N,-0.2027797557,-0.9238019259,0.08292034141,-0.5609037401,-0.2632898776,-1.058106864,-1.05441637,-0.9589399159,-0.1073026527,-0.5297730851,-0.3451743912,-0.2282402016,-0.05201388956,-0.2710125621,-0.2300894967,-0.2850564158,1.91543543,0.2311236814,-1.111098337,-0.5749995502,-1.32812798,-0.9935836145,-0.8990742628,-0.5823440681,-0.7369372628,-0.4030795313,0.6884266098,AAADceByMAAAAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAAAAAAAHgAQCAAADgDBgAQACABAAgAIAACQCAAAAAAAAAAAAIEAAAAAABIAgAAAQAAEAAAAAAG8yOCPAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==
Parkinson's,Carbidopa Anhydrous,https://clinicaltrials.gov/study/NCT01399905?cond=Parkinson%27s%20Disease&intr=Carbidopa&rank=1,NN[C@](C(=O)O)(Cc1ccc(c(c1)O)O)C,C10H14N2O4,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,4.35,,3.30,0.7483802795,-1.727199622,-2.111460406,0.2100599862,1,0,0,-1.586999372,1.015089592,-0.6641013854,-0.8638846554,0,0,-0.2628567905,0,1,-0.01189369226,0,0,-0.455136823,1.346278584,0,0,-0.4883076652,0.7875790273,-0.7018723083,-0.6724061238,-0.3768875094,-0.5908583001,-0.2817051193,0.6055303102,1.969212746,-0.787136376,-0.6548807578,-1.675978179,-0.9674398062,-1.696677807,-1.351752528,-1.490953516,0.03638822129,5,-0.03137321254,5,-0.1146590448,3,1,0,0,0,0,0,0,0,-1.473225352,0,0,0,0,1,0.2841100961,1,2,1,-0.8293872139,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)NN,"InChI=1S/C10H14N2O4/c1-10(12-11,9(15)16)5-6-2-3-7(13)8(14)4-6/h2-4,12-14H,5,11H2,1H3,(H,15,16)/t10-/m0/s1",TZFNLOMSOLWIDK-JTQLQIEISA-N,0.7941930309,-0.575042071,1.652231909,0.470996729,-0.2023298208,-0.7019196761,-0.7002537127,-0.6370349104,-0.1073026527,-0.1494396233,-0.3451743912,-0.2282402016,-0.05201388956,-0.2710125621,-0.2300894967,1.871823657,1.91543543,-1.05512985,-1.111098337,-0.5749995502,-0.9012235858,-0.6740222742,-0.8926447692,-0.5416312719,-0.7369372628,-0.4721943069,0.6884266098,AAADccBzOAAAAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAABAAAAHgAYCAAADIyBmAAyDoBiAgCIAiDSCAACAAAgIAIYqAGGiIgLJjKCkROAcAEk0BEJmAeY2PGOIAABAAAAQABAAAIAAACAAAAAAAAAAA==
Parkinson's,Zonisamide,https://clinicaltrials.gov/study/NCT03034538?cond=Parkinson%27s%20Disease&intr=Zonisamide&rank=1,NS(=O)(=O)Cc1noc2c1cccc2,C8H8N2O3S,NS(=O)(=O)Cc1noc2ccccc12,4.27,,2.37,0.5651258866,0.7008522442,-0.5870624821,0.5117097909,0,0,0,-1.141001738,-0.3847077827,-0.4254774493,-0.3243156608,0,0,0.4024900095,0,0,1.641254729,0,0,-0.3958342761,-1.122623138,1,0,0.01497970914,-0.09874353057,-0.792474942,-0.8532363613,0.07032592159,-1.295285689,-0.746962957,0.2431751941,-0.4160308619,-0.9307674667,-0.5095965978,-0.775054226,-0.4105700412,-1.004115058,-0.9710213792,-0.8549411578,-0.1603795378,4,-0.1274995878,4,-0.1169431819,3,1,0,0,0,0,0,0,0,-0.438822708,0,0,0,0,0,0.1981764434,0,0,1,-0.478536574,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N,"InChI=1S/C8H8N2O3S/c9-14(11,12)5-7-6-3-1-2-4-8(6)13-10-7/h1-4H,5H2,(H2,9,11,12)",UBQNRHZMVUUOMG-UHFFFAOYSA-N,0.3893501916,-0.7494219984,-0.4401835145,0.127029906,-0.3242499344,-0.7930880967,-0.7909039414,-0.5167269791,-0.1073026527,-0.5297730851,-0.3451743912,-0.2282402016,-0.05201388956,-0.2710125621,0.3834824944,-0.2850564158,-0.4534122514,-1.05512985,-0.4070360243,-0.5749995502,-1.121028527,-0.7609429588,-0.8540678077,-0.8673336413,-0.7369372628,-1.163342063,0.6884266098,AAADccBzMABAAAAAAAAAAAAAAAAAAWAAAAAwAAAAAAAAAFgB8AAAHgQUQAAADAyF3gCwhtAQAAKpA6RyQnDCAAAkIAAomCE2TNoIJrqAlZOAMYBmwBkIyceYyKCOAAAAAAAIAAAAAAAAABAAAAAAAAAAAA==
Parkinson's,Topiramate,https://clinicaltrials.gov/study/NCT01789047?intr=Topiramate&cond=Parkinson&rank=2,NS(=O)(=O)OC[C@]12OC[C@@H]3[C@H]([C@@H]2OC(O1)(C)C)OC(O3)(C)C,C12H21NO8S,CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,3.88,,2.01,0.08096350213,-0.8420069786,-0.5908846887,0.7463263057,0,0,0,-0.2942719016,1.179997228,-1.44854329,-0.8531172032,0,0,0.7542053212,0,0,0.4369248835,0,0,1.622497234,-0.8364289665,1,0,-0.517232227,1.166838342,0.03026168816,-0.1299154115,-1.271314371,2.148581546,-0.5143340382,1.692595658,-0.4160308619,-0.4673705228,0.06584262392,-1.175049508,-0.7098875399,-1.092428429,-1.48008887,-0.9747695731,-0.1545739886,4,-0.1256955237,4,-0.1137470113,3,1,0,1,0,0,0,0,0,-1.323811637,0,0,0,0,0,0.1981764434,0,0,0,1.178672832,CC1(OC2COC3(C(C2O1)OC(O3)(C)C)COS(=O)(=O)N)C,"InChI=1S/C12H21NO8S/c1-10(2)18-7-5-16-12(6-17-22(13,14)15)9(8(7)19-10)20-11(3,4)21-12/h7-9H,5-6H2,1-4H3,(H2,13,14,15)/t7-,8-,9+,12+/m1/s1",KJADKKWYZYXHBB-XBWDGYHZSA-N,0.9455361484,-0.05190228869,-0.4401835145,1.502897198,-0.2632898776,0.03031116642,0.02781520498,0.3221769745,-0.1073026527,0.9915607621,-0.3451743912,-0.2282402016,-0.05201388956,-0.2710125621,2.837770459,-0.2850564158,-0.4534122514,-1.05512985,0.297026288,1.888596849,-0.02581546699,-0.7366562969,0.9847673569,0.04870427278,0.1788682677,-0.26484998,0.6884266098,AAADceByPABAAAAAAAAAAAAAAAAAASJAAAAkAAAAAAAAAEgAAAAAGgAQQAAACBSggAICCAAABAAAAAAAADAAAAAAAAAAAAAAAAARAAIAAAAiAAAFAAAGAAHAYAwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==
Parkinson's,Atorvastatin,https://journals.lww.com/md-journal/fulltext/2019/03220/effect_of_statins_on_parkinson_s_disease__a.17,O[C@@H](C[C@H](CC(=O)O)O)CCn1c(C(C)C)c(c(c1c1ccc(cc1)F)c1ccccc1)C(=O)Nc1ccccc1,C33H35FN2O5,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,3.51,,2.29,-0.9928929795,-1.233949688,-0.8477369734,0.2100599862,1,0,0,-2.899696886,-0.7375334224,-1.322374313,-0.6473392274,0,1,-0.381588711,0,0,0.06103932631,0,0,0.9660793876,0.4393610526,1,0,-0.4863793611,-1.25313137,1.449357797,1.587971844,2.157321933,-0.7082628649,1.81195515,0.6055303102,1.372901844,1.432556947,0.4390235053,0.9894109431,1.326167539,0.8272253647,1.54009305,1.25127368,-0.1638564983,2,-0.1283546886,1,-0.1169864191,1,0,0,1,0,1,0,1,1,0.2680190989,1,4,1,1,0,0.2841100961,0,0,3,1.186137739,CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4,"InChI=1S/C33H35FN2O5/c1-21(2)31-30(33(41)35-25-11-7-4-8-12-25)29(22-9-5-3-6-10-22)32(23-13-15-24(34)16-14-23)36(31)18-17-26(37)19-27(38)20-28(39)40/h3-16,21,26-27,37-38H,17-20H2,1-2H3,(H,35,41)(H,39,40)/t26-,27-/m1/s1",XUKUURHRXDUEBC-KAYWLYCHSA-N,0.7185214721,1.604707022,1.129128053,0.470996729,0.2853506334,1.450369895,1.439802466,1.187093454,-0.1073026527,0.2308938385,-0.3451743912,-0.2282402016,-0.05201388956,-0.2710125621,1.610626477,1.152863633,1.91543543,0.2311236814,1.0010886,0.6567986493,2.582621206,0.3869213757,2.527845817,3.81463792,2.010479329,2.637970596,0.6884266098,AAADcfB/OQAAAAAAAAAAAAAAAAAAAWAAAAAwYMAAAAAAAAAB1AAAHwAQCAAADRzhng4yyJPMEgCoAyXyXACCgCAlAiAI2CE4ZNgIMP7A1ZGEYYhntADIyUec/ObOgAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==
Parkinson's,citicoline,https://pubmed.ncbi.nlm.nih.gov/33279231/,O[C@@H]1[C@@H](COP(=O)(OP(=O)(OCC[N+](C)(C)C)O)[O-])O[C@H]([C@@H]1O)n1ccc(nc1=O)N,C14H26N4O11P2,C[N+](C)(C)CCOP(=O)(O)OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O,,,,0.1494165049,-1.074515365,-2.519417259,0.2100599862,1,0,0,-0.9692593656,1.30271919,-2.510008385,-1.603249708,0,0,-1.685399612,0,0,1.953557654,0,0,-1.367169096,0.6568686231,1,0,-0.4863793611,1.693279798,0.9942737107,0.6838206571,-0.3768875094,1.013670753,1.114068394,2.779661006,1.372901844,0.2073002883,-2.09917623,-2.333914344,-1.465142159,-4.127619537,-3.862866957,-3.274553389,0.04259736484,5,-0.1083327102,4,-0.01632494698,3,0,0,0,0,0,0,0,0,-3.111029539,1,2,1,1,3,-3.582904271,0,2,2,1.551918193,C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O,"InChI=1S/C14H26N4O11P2/c1-18(2,3)6-7-26-30(22,23)29-31(24,25)27-8-9-11(19)12(20)13(28-9)17-5-4-10(15)16-14(17)21/h4-5,9,11-13,19-20H,6-8H2,1-3H3,(H3-,15,16,21,22,23,24,25)/t9-,11-,12-,13-/m1/s1",RZZPDXZPRHQOCG-OJAKKHQRSA-N,2.64814622,0.7328073848,1.129128053,2.190830844,0.1634305198,0.9958451193,0.9878611622,1.183841888,-0.1073026527,0.9915607621,-0.3451743912,-0.2282402016,-0.05201388956,-0.2710125621,3.45134245,1.871823657,-0.4534122514,0.2311236814,-0.4070360243,-0.5749995502,1.246003875,-0.3915300494,1.846319497,1.412582945,2.010479329,1.94682284,0.6884266098,AAADceBzvAMAAAAAAAAAAAAAAAAAASAAAAAgAAAAAAAAAAAAAAAAHgAQCCAACBThgAYDAANABxCoQCJmdICAAAEAAgAIAAAYABCDEAIAgAAOQAAHFgITAADwMAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==
Parkinson's,ursodeoxycholic acid,https://movementdisorders.onlinelibrary.wiley.com/doi/10.1002/mds.29450,O[C@@H]1CC[C@]2([C@@H](C1)C[C@@H]([C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)O)C)C)O)C,C24H40O4,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,4.78,4.59,4.42,-0.5379657316,-0.76727214,0.5482348085,0.2234666442,0,0,1,-1.449871741,-0.833409955,-0.2252527673,0.3731759662,0,1,-0.1530857696,0,0,-1.960514342,0,0,-0.6187300559,0.3872101146,0,0,-0.4285302376,-0.4051038525,0.3746164124,0.4125753009,-1.271314371,1.992042127,-0.2817051193,-0.1191799219,0.7765909422,0.4297747452,0.3051341815,0.2866154944,0.6091977161,1.01314825,0.3722323359,0.6290876773,-0.1638392726,3,-0.1283525191,2,-0.1169614226,3,1,0,1,0,0,0,0,0,0.08412529547,0,0,0,0,0,0.2841100961,0,0,1,1.171207924,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C,"InChI=1S/C24H40O4/c1-14(4-7-21(27)28)17-5-6-18-22-19(9-11-24(17,18)3)23(2)10-8-16(25)12-15(23)13-20(22)26/h14-20,22,25-26H,4-13H2,1-3H3,(H,27,28)/t14-,15+,16-,17-,18+,19+,20+,22+,23+,24-/m1/s1",RUDATBOHQWOJDD-UZVSRGJWSA-N,0.07152964481,0.4712374936,0.6060241973,-0.2169369171,-0.2023298208,0.3749929566,0.3705378593,0.4815036944,-0.1073026527,3.273561533,-0.3451743912,-0.2282402016,-0.05201388956,-0.2710125621,0.9970544855,0.4339036083,1.91543543,-1.05512985,1.0010886,0.6567986493,0.9067673475,0.40226032,-0.4811571799,0.4558322346,0.1788682677,0.288068225,-0.5762480482,AAADcfB4OAAAAAAAAAAAAAAAAAAAAYAAAAAwYMAAAAAAAGDAAAAAGgAACAAADxSggAICCAAAAgAIAACQCAAAAAAAAAAAAAEAAAAAEBIAAAAAQAAEAAAAAAGI6PSPgAAAAAAAAADAAAYAADAAAQAACAAAAA==
Parkinson's,Vodobatinib,https://cureparkinsons.org.uk/2021/11/proseek-trial/,O=C(c1ccc(c(c1)C#Cc1cnc2c(c1)cccc2)C)NNC(=O)c1c(C)cccc1Cl,C27H20ClN3O2,Cc1ccc(C(=O)NNC(=O)c2c(C)cccc2Cl)cc1C#Cc1cnc2ccccc2c1,1.98,,,-1.200391144,0.4932554704,0.5586821733,0.2067083217,1,1,1,-1.262153334,-1.23225633,0.0641130403,1.241750445,0,1,-2.290260339,0,1,-0.1128778718,0,1,-0.01956984048,0.917623313,1,0,-0.46709632,-0.5315236239,0.7716500965,0.8646508945,2.008250789,-1.490959964,-0.04907620049,-0.4815350379,0.1802800402,0.8077397407,0.4504183414,1.381929678,0.8110630059,1.375697877,1.454535488,1.306579102,-0.1638566196,1,-0.1283546906,1,-0.1169864191,0,1,0,0,0,1,1,0,1,1.066807807,1,0,0,0,1,0.1981764434,0,1,2,0.02161221062,CC1=C(C(=CC=C1)Cl)C(=O)NNC(=O)C2=CC(=C(C=C2)C)C#CC3=CC4=CC=CC=C4N=C3,"InChI=1S/C27H20ClN3O2/c1-17-10-12-22(26(32)30-31-27(33)25-18(2)6-5-8-23(25)28)15-20(17)13-11-19-14-21-7-3-4-9-24(21)29-16-19/h3-10,12,14-16H,1-2H3,(H,30,32)(H,31,33)",ZQOBVMHBVWNVBG-UHFFFAOYSA-N,-0.0552202161,0.9071873122,0.08292034141,-0.5609037401,-0.2023298208,0.7691655828,0.7624700488,1.0310183,-0.1073026527,-0.5297730851,-0.3451743912,-0.2282402016,-0.05201388956,-0.2710125621,0.3834824944,0.4339036083,-0.4534122514,-1.05512985,1.0010886,-0.5749995502,1.453103329,1.95916317,2.08421076,-0.5212748738,0.1788682677,-0.1266204288,0.6884266098,AAADceB7MAAEAAAAAAAAAAAAAAAAAAAAAAA8YMEAAAAAAACx9AAAHgIYAAAADArBniQ+wPJqEADoEzV3VAiCgCA1ByIa+CE4ZtgIIPLBl5GEIQhggADIzYcYiMCOwAACIAATAACAAARAACYAAAAAAAAAAA==
Parkinson's,Mirabegron,https://clinicaltrials.gov/study/NCT02536976,O=C(Cc1csc(n1)N)Nc1ccc(cc1)CCNC[C@@H](c1ccccc1)O,C21H24N4O2S,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,,,,-0.198552926,-2.011192009,-0.4075206966,0.2100599862,1,0,1,1.094311777,-0.07790287857,-0.7093576491,-0.3338867295,1,1,1.545004716,0,0,-0.2718344507,0,1,0.8474742938,1.543434569,1,0,-0.4593831035,0.406012783,0.4001145822,0.4125753009,1.262895071,-0.8256674298,1.114068394,-0.1191799219,1.372901844,0.4420734319,0.1370603494,-0.08347359827,-0.1599786469,-0.1442217126,0.5775704834,0.09446859385,-0.1637954982,3,-0.1283527068,2,-0.116986416,1,1,0,1,0,1,0,1,1,-0.3296357622,0,0,0,0,0,0.1981764434,0,0,2,0.1186560047,C1=CC=C(C=C1)C(CNCCC2=CC=C(C=C2)NC(=O)CC3=CSC(=N3)N)O,"InChI=1S/C21H24N4O2S/c22-21-25-18(14-28-21)12-20(27)24-17-8-6-15(7-9-17)10-11-23-13-19(26)16-4-2-1-3-5-16/h1-9,14,19,23,26H,10-13H2,(H2,22,25)(H,24,27)/t19-/m0/s1",PBAPPPCECJKMCM-IBGZPJMESA-N,1.040125597,0.4712374936,1.129128053,0.470996729,0.1024704631,0.4000649527,0.3954673488,0.03278762619,-0.1073026527,-0.1494396233,-0.3451743912,-0.2282402016,-0.05201388956,-0.2710125621,-0.2300894967,1.871823657,-0.4534122514,1.517377213,0.297026288,-0.5749995502,0.9131200915,3.323050971,-0.1146760457,-0.2769980967,2.010479329,1.601248962,0.6884266098,AAADceB7sABAAAAAAAAAAAAAAAAAAWAAAAAwYAAAAAAAAAAB0AAAHgQQCAAADBzl3gax0ZLIEgisAyVydACC8KlhCjkIiJU4bIiKNjrg1ZGEcAhk1APY2CeQwKAOCAAAAAAAAAAQAAAAAAAAAAAAAAAAAA==
Parkinson's,KM-819,https://www.withpower.com/trial/phase-2-parkinson-disease-6-2022-557d5,O=C(Nc1c(C)nn(c1C)Cc1ccc(cc1)Br)CSc1ccccc1,C20H20BrN3OS,CC1=C(C(=NN1CC2=CC=C(C=C2)Br)C)NC(=O)CSC3=CC=CC=C3,,,,-1.476342312,0.09300889057,0.3275151171,0.5385231069,1,1,1,-0.04264935584,-1.23225633,0.8622689645,1.619807657,0,1,-0.9080415662,0,1,0.2349565244,0,1,0.1808318698,-0.4739163489,1,0,1.318513292,-1.131786845,0.6191788072,0.2317450634,1.262895071,-0.9822068496,0.4161816372,-0.8438901539,-0.4160308619,0.398149551,0.3678057799,0.9034306488,0.7379738492,0.9852598174,0.902689217,0.9470938563,-0.1638561786,2,-0.1283546381,2,-0.1169864186,1,1,0,0,1,1,1,1,1,0.624313343,0,0,0,0,0,0.1981764434,0,0,2,-0.3143086149,CC1=C(C(=NN1CC2=CC=C(C=C2)Br)C)NC(=O)CSC3=CC=CC=C3,"InChI=1S/C20H20BrN3OS/c1-14-20(22-19(25)13-26-18-6-4-3-5-7-18)15(2)24(23-14)12-16-8-10-17(21)11-9-16/h3-11H,12-13H2,1-2H3,(H,22,25)",ZUZXCJZLFRPFBD-UHFFFAOYSA-N,-0.03441053745,0.2968575662,-0.4401835145,-0.5609037401,-0.08040970727,0.6131772431,0.6073683309,-0.01598585949,-0.1073026527,-0.5297730851,-0.3451743912,-0.2282402016,-0.05201388956,-0.2710125621,-0.2300894967,-0.2850564158,-0.4534122514,-1.05512985,0.297026288,0.6567986493,0.8445104566,0.04818635492,0.7275876136,1.025811381,1.094673798,0.5645273274,0.6884266098,AAADceB7IABAEAAAAAAAAAAAAAAAAWAAAAAwYAAAAAAAAAAB0AAAHgRYAAABrAjF3gSywZLIAAiqAyVyVACSBAAhmBQY2Dg4VLgIYCLg0dGUpAhgnADoyhcQgAAOAgAAAAAAAAAEAAAAAAAAAAAAAAAAAA==
